place, 0.00838814680701
food, 0.00832394361676
good, 0.00799008702742
great, 0.00743472943171
like, 0.00585212079188
service, 0.00563382994501
time, 0.0054315898957
one, 0.00534812574837
get, 0.00525824128201
would, 0.00446854204185
back, 0.00437865757549
go, 0.00432087470426
really, 0.00406727210275
also, 0.00333535573383
us, 0.00329683381967
got, 0.00328078302211
nice, 0.00321978999136
love, 0.00308175313231
always, 0.00292124515667
best, 0.00287951308301
even, 0.00280567941421
well, 0.00265480191711
staff, 0.00261628000295
..., 0.00259701904588
friendly, 0.00252960569611
ordered, 0.00248466346293
order, 0.00243330091072
little, 0.00238835867754
came, 0.00238193835852
first, 0.00235946724193
restaurant, 0.0023273656468
never, 0.0023016843707
went, 0.00227921325411
people, 0.00227279293508
come, 0.00220537958531
try, 0.00219574910677
pretty, 0.00209302400236
much, 0.0020769732048
could, 0.00207376304529
definitely, 0.00203845129064
vegas, 0.00201598017405
going, 0.00201277001454
amazing, 0.002003139536
make, 0.00198708873844
chicken, 0.00196782778136
made, 0.00196461762185
delicious, 0.0019517769838
experience, 0.00194214650526
bar, 0.00189720427208
menu, 0.00189399411257
way, 0.00186831283646
wait, 0.00184905187939
better, 0.00182979092231
right, 0.00182337060329
pizza, 0.00181695028426
two, 0.00181695028426
new, 0.00179447916767
night, 0.00177521821059
day, 0.00177200805108
know, 0.00177200805108
said, 0.00173027597741
recommend, 0.00166607278716
room, 0.00166607278716
around, 0.00164039151105
say, 0.00164039151105
take, 0.00163718135154
since, 0.00161792039446
sure, 0.00161150007544
see, 0.00158902895885
minutes, 0.00157939848031
want, 0.0015761883208
times, 0.00153766640664
ever, 0.00153445624713
eat, 0.00152161560908
price, 0.001502354652
think, 0.00149272417346
everything, 0.00149272417346
took, 0.00148630385444
give, 0.00146383273785
cheese, 0.00144778194028
every, 0.00144778194028
bad, 0.00141889050467
location, 0.00141568034516
find, 0.00141568034516
table, 0.00140604986662
work, 0.00139320922857
still, 0.00139320922857
lunch, 0.00138999906905
told, 0.00138357875003
though, 0.00138357875003
salad, 0.001377158431
awesome, 0.00137394827149
fresh, 0.00135468731441
next, 0.00132258571928
sauce, 0.00130653492172
many, 0.00127443332659
lot, 0.00127443332659
tried, 0.00127443332659
another, 0.00126159268854
happy, 0.00125196221
