place, 0.00946635869049
food, 0.00945612177095
good, 0.00918810060472
great, 0.00855899536733
like, 0.00639900534367
service, 0.00624638217957
time, 0.00595044214186
get, 0.0058927431408
one, 0.0057289524281
would, 0.00492023578418
back, 0.00485509175072
go, 0.00475458381338
really, 0.00462801826266
also, 0.00367133159988
nice, 0.00347217698331
got, 0.00346194006377
best, 0.00337446093312
us, 0.0032534791567
love, 0.00314459555792
always, 0.00311109291214
even, 0.00309992536355
well, 0.0030217525234
..., 0.0028709906174
staff, 0.00280119343869
friendly, 0.00276955205101
first, 0.00272115934044
came, 0.00268858732372
went, 0.00264205587125
ordered, 0.0026411252422
little, 0.00260017756402
order, 0.00258156498303
restaurant, 0.00255364611155
never, 0.00251921283672
much, 0.00245499943232
try, 0.00244569314182
could, 0.00242987244798
people, 0.00238985539886
pretty, 0.00236938155977
come, 0.00233494828494
vegas, 0.00233308702684
chicken, 0.00230423752631
amazing, 0.00230144563917
definitely, 0.00220838273423
menu, 0.00214323870077
delicious, 0.00213579366837
bar, 0.00211718108738
know, 0.00209019284495
make, 0.00208647032875
made, 0.00207902529636
going, 0.00205203705393
way, 0.00204738390868
experience, 0.00203621636009
night, 0.00202504881149
right, 0.00198968490762
better, 0.00196455792328
day, 0.00195897414899
new, 0.00195152911659
two, 0.0019310552775
wait, 0.00190592829317
said, 0.00179425280724
everything, 0.0017877384039
ever, 0.00176540330671
take, 0.00176354204861
say, 0.00175516638717
pizza, 0.00174865198382
want, 0.00174679072572
see, 0.00174679072572
think, 0.00172817814474
eat, 0.0017104961928
around, 0.00170956556375
every, 0.00168257732131
recommend, 0.00167699354702
still, 0.00167234040177
room, 0.00166024222413
times, 0.00165931159508
minutes, 0.0016220864331
fresh, 0.00161929454596
since, 0.00161836391691
sure, 0.00158300001303
awesome, 0.00156345680299
bad, 0.00154112170581
lunch, 0.00153832981866
find, 0.00153739918961
give, 0.00152716227006
took, 0.00152437038292
cheese, 0.00151599472147
location, 0.00150854968908
salad, 0.00149738214048
price, 0.00149459025334
table, 0.00147970018855
many, 0.00146481012376
area, 0.00146201823661
next, 0.00145643446231
lot, 0.00145271194611
last, 0.00145085068801
work, 0.00143782188132
something, 0.00141827867129
told, 0.00141455615509
drinks, 0.00141269489699
bit, 0.00138756791265
